,log_time_taken,log_cs_byte,log_ratio_trans_receive,log_count_connect_IP,log_count_total_connect,log_avg_count_connect,log_transmit_speed_BPS,Business.time,no_url,target,epoch,d_loss,g_loss,Destination,Destination Port,Destination_ip_port,Filter,LABEL
142,0.53378224,0.5071567,0.50844455,0.007284579,0.74233806,0.99967015,0.42297715,0,0.99985516,0.11647102,124,-0.01051659,0.000424649,255.255.255.255,1,255.255.255.255:1,1,ssh
143,0.11378163,0.25283217,0.31327534,0.004125174,0.29738104,0.9989377,0.6239802,0,0.99968386,0.02653861,124,-0.014095477,0.07871829,255.255.255.255,1,255.255.255.255:1,1,ssh
144,0.8947597,0.30681348,0.82796705,0.9051675,0.78417027,0.9998536,0.14511555,0.9999999,0.9998424,0.0211173,124,-0.014095477,0.07871829,255.255.255.255,1,255.255.255.255:1,1,ssh
145,0.18524581,0.48381984,0,0.67165655,0,0.99906266,0.83668154,1,0.9922943,0.07036477,124,-0.013833465,-0.006186586,255.255.255.255,1,255.255.255.255:1,1,ssh
146,0.95967513,0.25292873,0.994584,0.85250944,0.93770313,0.99980617,0,0.99450135,0.9931183,0.13753077,124,-0.013833465,-0.006186586,255.255.255.255,1,255.255.255.255:1,1,ssh
147,0.49590623,0.055904627,0.9770824,0.8922635,0.3091135,0.9999814,0,0.99999994,0.9981537,0.054539382,124,-0.015713902,0.052662216,255.255.255.255,1,255.255.255.255:1,1,ssh
148,0.40634915,0.10584408,0.81231356,0.4085385,0.3849861,0.9995419,0.09543422,0,0.9905319,0.1601148,124,-0.00176073,-0.047024179,255.255.255.255,1,255.255.255.255:1,1,ssh
149,0.6947636,0.23859727,0.6998792,0.2833112,0.82509536,0.9996344,0.23929217,0.003287077,0.99953413,0.006319612,124,-0.014043965,-0.086605892,255.255.255.255,1,255.255.255.255:1,1,ssh
150,0.6634397,0.2562437,0.6873209,0.25127771,0.8046324,0.9997026,0.25499907,0.001122147,0.9993782,0.005394638,124,-0.014043965,-0.086605892,255.255.255.255,1,255.255.255.255:1,1,ssh
151,0.7826306,0.2471534,0.68625456,0.52777255,0.8346238,0.9994583,0.24913046,0,0.9993024,0.005330354,124,-0.014043965,-0.086605892,255.255.255.255,1,255.255.255.255:1,1,ssh
152,0.96724916,0.45710516,0.94089395,0.90790266,0.9219151,0.9998841,0.10476655,0,0.9999718,0.11246589,124,0.001045541,-0.098194733,255.255.255.255,1,255.255.255.255:1,1,ssh
153,0.96184486,0.44899035,0.80313146,0.8887426,0.91209435,0.99981695,0.26506937,0,0.99995416,0.008470684,124,0.00016306,-0.018471882,255.255.255.255,1,255.255.255.255:1,1,ssh
154,0.89555025,0.23197007,0.9436183,0.79956365,0.8927743,0.9998459,0.11011636,1,0.9995289,0.009114265,124,-0.013606358,0.045330584,255.255.255.255,1,255.255.255.255:1,1,ssh
155,0.25150514,0.121358156,0,0.46056712,0.2081343,0.99844474,0.9999999,0,0.99025726,0.002897233,124,-0.013606358,0.045330584,255.255.255.255,1,255.255.255.255:1,1,ssh
156,0.25549293,0.6167206,0.80498135,0.000136137,0.3669666,0.9994465,0.25366408,0,0.99994946,0.017174035,124,-0.009581028,0.035392158,255.255.255.255,1,255.255.255.255:1,1,ssh
157,0.58387125,0.32724962,0.7248262,0.18735066,0.81248474,0.9995461,0.21570659,0.005082011,0.99985653,0.10521376,124,0.01455304,-0.079789147,255.255.255.255,1,255.255.255.255:1,1,ssh
158,0.4785963,0.3306189,0.76788604,0.010673754,0.775965,0.99907434,0.18372375,0,0.9997569,0.105523646,124,0.01455304,-0.079789147,255.255.255.255,1,255.255.255.255:1,1,ssh
159,0.67804825,0.6594863,0.49133515,0.34492126,0.77854824,0.9998061,0.48849493,0,0.9983101,0.013925731,124,-0.012207303,-0.09216056,255.255.255.255,1,255.255.255.255:1,1,ssh
160,0.36034948,0.23661363,0.7047003,0.8606066,0.17755508,0.99994165,0.23148161,1,0.9942932,0.027887642,124,-0.00618851,-0.018073868,255.255.255.255,1,255.255.255.255:1,1,ssh
161,0.69631994,0.8425597,0.49455732,0.58351594,0.7177664,0.9999115,0.53729737,0,0.993103,0.038067818,124,-0.00618851,-0.018073868,255.255.255.255,1,255.255.255.255:1,1,ssh
162,0.5321679,0.54251826,0.782637,0.41280213,0.5490891,0.9995072,0.2826159,0.003022611,0.99930954,0.00463751,124,0.021213796,-0.002789543,255.255.255.255,1,255.255.255.255:1,1,ssh
163,0.61646956,0.59101844,0.632408,0.16260746,0.80164653,0.99968684,0.440885,0,0.99957466,0.014021337,124,0.021213796,-0.002789543,255.255.255.255,1,255.255.255.255:1,1,ssh
164,0.56763947,0.5164926,0.89496124,0.84111243,0.36887836,0.9994069,0.19317126,0,0.9998729,0.01647225,124,-0.003693325,0.012618397,255.255.255.255,1,255.255.255.255:1,1,ssh
165,0.9775593,0,0.6352302,1,0.86292505,0,0,0,1,0,124,0.01515192,0.038132761,255.255.255.255,1,255.255.255.255:1,1,ssh
166,0.28991872,0,0.44950473,0.9166163,0.121930264,0.9997691,0.5048256,1,0.9992523,0,124,-0.004967746,0.04223758,255.255.255.255,1,255.255.255.255:1,1,ssh
167,0.72334313,0.48440522,0.40575868,0.6734498,0.7133112,0.999538,0.67836344,0,0.9919281,0.001813591,124,-0.011122605,0.066155061,255.255.255.255,1,255.255.255.255:1,1,ssh
168,0.7753733,0.6768948,0.7268276,0.9158198,0.610125,0.9998297,0.3580985,0,0.99995,0.027276427,124,-0.001711093,0.083930545,255.255.255.255,1,255.255.255.255:1,1,ssh
169,0.49942246,0.14949787,0.98174095,0.99854267,0.21334127,0.9312744,0.066271186,0.9939903,0.99853516,0.006899655,124,-0.024467556,0.071872748,255.255.255.255,1,255.255.255.255:1,1,ssh
170,0.5358235,0.28159696,0.6512192,0.6432308,0.4257102,0.9993892,0.32940993,0,0.9999372,0.091498226,124,-0.026071105,0.015885448,255.255.255.255,1,255.255.255.255:1,1,ssh
171,0.83921313,0.32223713,0.6397295,0.8087443,0.77256393,0.99939775,0.42478913,0,0.9994602,0,124,0.006100073,-0.061007649,255.255.255.255,1,255.255.255.255:1,1,ssh
172,0.4585116,0.1409753,0.64411485,0.48919138,0.41820353,0.99960256,0.32906857,0,0.99989283,0.008613676,149,0.001139956,-0.071981087,255.255.255.255,1,255.255.255.255:1,1,ssh
173,0.13304444,0.24729377,0.68620694,0.022714987,0.36096573,0.9989759,0.31574824,0,0.9998995,0.018748969,149,0.00778641,0.035716277,255.255.255.255,1,255.255.255.255:1,1,ssh
174,0,0.16410303,0.74276006,0.5692168,0,0.9992726,0.21966648,0,0,0.029754281,149,-0.013018491,0.018056536,255.255.255.255,1,255.255.255.255:1,1,ssh
175,0.7895861,0.64692783,0.55677617,0.74299747,0.72753775,0.99987835,0.60244924,0,0.99523926,0.012502581,149,-0.008133733,-0.043476883,255.255.255.255,1,255.255.255.255:1,1,ssh
176,0.43154985,0.21960515,0.31836748,0.31770837,0.508892,0.9997473,0.31583086,0,0.99995136,0.031871945,149,0.012905262,-0.049593225,255.255.255.255,1,255.255.255.255:1,1,ssh
177,0.50933635,0.19573766,0.3656931,0.32785589,0.61208546,0.9997487,0.36284417,0,0.99843407,0.07037172,149,0.008775044,-0.012454938,255.255.255.255,1,255.255.255.255:1,1,ssh
178,0.82676184,0.2426281,0.7525072,0.98716813,0.65262556,0.99942356,0.16255504,0,0.99994826,0.24178168,149,0.002460137,-0.012748226,255.255.255.255,1,255.255.255.255:1,1,ssh
179,0.675764,0.22039628,0.7712275,0.87838227,0.50115675,0.9998524,0.23238045,0,0.99999166,0.007888466,149,-0.027760452,0.075606868,255.255.255.255,1,255.255.255.255:1,1,ssh
180,0.70387375,0.38287997,0.77624947,0.9993443,0.5185756,0.9998163,0.23234165,0.9999999,0.9995775,0.018493444,149,-0.02815273,0.097275794,255.255.255.255,1,255.255.255.255:1,1,ssh
181,0.55995715,0.56842184,0.7140047,0.19531643,0.7018836,0.999178,0.30471152,0,0.993598,0.012315571,149,-0.02815273,0.097275794,255.255.255.255,1,255.255.255.255:1,1,ssh
182,0.4224975,0.35476357,0.6187663,0.9979569,0.0825724,0.9995157,0.27743894,0,0.9999926,0.20684113,149,-0.038250949,0.020004721,255.255.255.255,1,255.255.255.255:1,1,ssh
183,0.38756555,0.1572305,0.70441496,0.26213884,0.5054634,0.9998883,0.20574516,0.99130714,0.99884796,0.013483018,149,-0.006186298,-0.088459745,255.255.255.255,1,255.255.255.255:1,1,ssh
184,0.585143,0.68303096,0.5842706,0.92515206,0.38956335,0.9999928,0.3331036,1,0.9975357,0.21995091,149,-0.006186298,-0.088459745,255.255.255.255,1,255.255.255.255:1,1,ssh
185,0.66482306,0.2091291,0.76585346,0.2984949,0.78009945,0.9998505,0.19822538,0,0.99998635,0.03632629,149,0.023590155,-0.033699073,255.255.255.255,1,255.255.255.255:1,1,ssh
186,0.735494,0.32237422,0.002949834,0.6449249,0.71008694,0.9992966,0.99999994,0,0.99988806,0.012613893,149,-0.024613552,0.045424849,255.255.255.255,1,255.255.255.255:1,1,ssh
187,0.8639411,0.39711022,0.6972965,0.9478501,0.69399345,0.9998369,0.3759159,0,0.9974518,0.007030278,149,-0.003386165,-0.030495241,255.255.255.255,1,255.255.255.255:1,1,ssh
188,0.16884026,1,0.39464647,0.83520037,0.07046491,0.9999957,0.99999994,1,1,0,149,-0.032449238,-0.064629093,255.255.255.255,1,255.255.255.255:1,1,ssh
189,0.92646015,0.16726267,0.74640894,0.9570143,0.7845501,0.9997116,0.18563521,0,0.9995041,0.2245046,149,-0.021769639,-0.073284633,255.255.255.255,1,255.255.255.255:1,1,ssh
190,0.92734313,0.28194892,0.6698939,0.93598455,0.8171712,0.99987847,0.2926243,0,0.9999485,0.00343442,149,-0.005246418,-0.040633526,255.255.255.255,1,255.255.255.255:1,1,ssh
191,0.33172625,0.17930043,0.80922693,0,0.7542124,0.9996482,0.17496878,0,0.9995756,0.08977276,149,-0.00914658,0.078097031,255.255.255.255,1,255.255.255.255:1,1,ssh
192,0.38282204,0.11531669,0.7555097,0.26043814,0.6449673,0.9996997,0.19843715,0.009180009,0.9991493,0.087825716,149,-0.00914658,0.078097031,255.255.255.255,1,255.255.255.255:1,1,ssh
193,0.07310411,0.1625458,0.6122217,0,0.10997057,0.9988125,0.3303284,0,0.9999319,0.004580796,149,-0.025605828,0.09858188,255.255.255.255,1,255.255.255.255:1,1,ssh
194,0.72738457,0.24256599,0.7053815,0.7456114,0.63274336,0.9997732,0.23243761,0,0.99996096,0.017476171,149,-0.026107686,0.08722271,255.255.255.255,1,255.255.255.255:1,1,ssh
195,0.3950222,0.17746091,0.68867075,0.52222425,0.2992575,0.9996289,0.34163135,0,0.9999649,0.004887492,149,-0.012887762,0.029347463,255.255.255.255,1,255.255.255.255:1,1,ssh
196,0.44947675,0.23518407,0.32078195,0.7674273,0.43717074,0.9991707,0.64260834,0,0.9999486,0.006664157,149,-0.011587785,0.018913692,255.255.255.255,1,255.255.255.255:1,1,ssh
197,0,0.17594081,0.7270726,0.009909427,0,0.99955004,0.2666915,0,0.99928665,0.2234598,149,0.008344407,-0.012135241,255.255.255.255,1,255.255.255.255:1,1,ssh
198,0.82211053,1,0,0.86169344,0.6424893,0.9999997,1,1,0.99999994,0,149,-0.024308026,-0.076399028,255.255.255.255,1,255.255.255.255:1,1,ssh
199,0.70501745,0.29651737,0.51830304,0.52182907,0.71492225,0.9998171,0.49926937,0,0.99998176,0.014697284,149,-0.025003865,0.05035533,255.255.255.255,1,255.255.255.255:1,1,ssh
200,0.7937774,0.22763884,0.68754613,0.7148059,0.7588575,0.9996563,0.34127605,0,0.9999621,0.012436986,149,0.000195013,0.046246059,255.255.255.255,1,255.255.255.255:1,1,ssh
201,0.34981993,0.40382552,0.49122703,0.23328345,0.5129409,0.99987537,0.5742703,0,0.9997759,0.010922909,149,-0.046264991,-0.088250726,255.255.255.255,1,255.255.255.255:1,1,ssh
202,0.50960815,0.36371487,0.48337245,0.21938749,0.6579294,0.99992687,0.6492848,0,0.99994326,0.07979834,149,-0.019975925,0.072601289,255.255.255.255,1,255.255.255.255:1,1,ssh
203,0.96759915,0.46636724,0.71640813,0.8560904,0.9213226,0.9997908,0.29295444,0,0.9980469,0.039506555,149,0.001891844,0.086491182,255.255.255.255,1,255.255.255.255:1,1,ssh
204,0.29474348,0.45113397,0.9192002,0.9685673,0,0.99993867,0.1379165,1,0.9993744,0.03544742,149,0.001891844,0.086491182,255.255.255.255,1,255.255.255.255:1,1,ssh
205,0.81229305,0.2056812,0.3820734,0.8772274,0.70474803,0.99955165,0.68137926,0,0.99996084,0.024846703,149,0.018709606,0.087263905,255.255.255.255,1,255.255.255.255:1,1,ssh
206,0.9846784,0.19727749,0.77564824,0.82839644,0.946853,0.99961734,0.16711956,0,0.9999519,0.046949327,149,0.003900491,0.021064192,255.255.255.255,1,255.255.255.255:1,1,ssh
207,0.55167353,0.12481874,0.3527348,0.5454382,0.67024547,0.9995011,0.36970806,0,0.99764633,0.011953533,149,-0.012372666,-0.00706897,255.255.255.255,1,255.255.255.255:1,1,ssh
208,0.79753673,1,0,0.8516986,0.6230147,0.9997275,1,0.99999994,0.99999964,0,174,0.017938467,0.04669188,255.255.255.255,1,255.255.255.255:1,1,ssh
209,0.9819988,0.42319703,0.7981485,0.90491045,0.9318044,0.9993699,0.24688435,0,0.9949951,0.11665544,174,-0.020900257,-0.016991686,255.255.255.255,1,255.255.255.255:1,1,ssh
210,0.58209884,0.4730736,0.3662622,0.28531894,0.7329006,0.9998541,0.6611176,0,0.9979172,0.006455302,174,-0.033061251,-0.019937038,255.255.255.255,1,255.255.255.255:1,1,ssh
211,0.6044406,0.34026062,0.82316375,0.85181177,0.4019553,0.99974775,0.19634855,0,0.9999711,0.010939926,174,-0.003191753,0.061728649,255.255.255.255,1,255.255.255.255:1,1,ssh
212,0.7497845,0.45244122,0.51947564,0.39381346,0.8501666,0.99971515,0.4454438,0,0.9971237,0.21284077,174,-0.013356844,0.086388737,255.255.255.255,1,255.255.255.255:1,1,ssh
213,0.4417928,0.40397328,0.74618465,0.8989668,0.14442581,0.999749,0.26558954,0,0.99998003,0.19401364,174,-0.013224168,-0.046544269,255.255.255.255,1,255.255.255.255:1,1,ssh
214,0.980624,0.33348015,0.7555182,0.81233114,0.9505991,0.99978405,0.2910273,0,0.99365234,0.01711896,174,-0.020638267,-0.042037919,255.255.255.255,1,255.255.255.255:1,1,ssh
215,1,0.33973938,0.82707715,0.77670085,1,0.9999058,0.24571562,0,0.99765015,0.011575758,174,-0.013725036,0.043834023,255.255.255.255,1,255.255.255.255:1,1,ssh
216,0.048546582,0.26603812,0.5981492,0.005681848,0.23557684,0.9999316,0.43912256,0.000731997,0.996994,0.007842004,174,-0.013725036,0.043834023,255.255.255.255,1,255.255.255.255:1,1,ssh
217,0.07528478,0.35269737,0.76093954,0.002236742,0.3254818,0.9996535,0.18823385,0,0.9997673,0.078216106,174,-0.014373336,0.090732254,255.255.255.255,1,255.255.255.255:1,1,ssh
218,0.9355339,0.22286677,0.75234306,0.92099327,0.85459054,0.9998993,0.2518144,0,0.99868774,0.096339494,174,-0.018299388,0.010190614,255.255.255.255,1,255.255.255.255:1,1,ssh
219,0.617425,0.3034651,0.48149443,0.86470634,0.4221482,0.99986124,0.33104798,0,0.99999064,0.00541237,174,-0.025790671,0.061099842,255.255.255.255,1,255.255.255.255:1,1,ssh
220,0.9372008,0.95778096,0.8250501,0.99967104,0.76198506,0.041295536,0.3778476,1,0.99999994,0.021933675,174,-0.028031824,0.080027595,255.255.255.255,1,255.255.255.255:1,1,ssh
221,0.6966264,0.27409875,0.5434022,0.87182134,0.5385575,0.99988884,0.44148117,0,0.99999356,0.019895881,174,-0.028031824,0.080027595,255.255.255.255,1,255.255.255.255:1,1,ssh
222,0.5096303,0.42336023,0.026488066,0.8523938,0.30670783,0.9999634,0.7434157,1,0.9999973,0.004926384,174,0.003260309,0.073266663,255.255.255.255,1,255.255.255.255:1,1,ssh
223,0.57759064,0.6788366,0.22903132,0.0051785,0.8435172,0.99964094,0.68237233,0,0.9999719,0.013759732,174,0.003260309,0.073266663,255.255.255.255,1,255.255.255.255:1,1,ssh
224,0.5104615,0.39749348,0.2763009,0.2681294,0.67259943,0.99960095,0.6012683,0.003298134,0.99946976,0.022057444,174,-0.018772375,0.047725618,255.255.255.255,1,255.255.255.255:1,1,ssh
225,0.9769028,0.37338364,0.40164495,0.8323287,0.9409846,0.9998483,0.5018048,0,0.99979067,0.020588696,174,-0.018772375,0.047725618,255.255.255.255,1,255.255.255.255:1,1,ssh
226,0.75872916,0.4254341,0.46730018,0.87111247,0.644935,0.9997063,0.43499458,0.003693402,0.9996929,0.018504322,174,-0.018772375,0.047725618,255.255.255.255,1,255.255.255.255:1,1,ssh
227,0.48767796,0.630456,0.6410967,0.9194382,0.27822632,0.99953157,0.3061009,0,0.9999866,0.2096259,174,0.024656082,0.001614457,255.255.255.255,1,255.255.255.255:1,1,ssh
228,0.67857933,0.14806187,0.7778895,0.8855518,0.589128,0.9999801,0.15812829,0.99999994,0.9982147,0.17146434,174,-0.021639509,0.017977946,255.255.255.255,1,255.255.255.255:1,1,ssh
229,0.8170018,0.46478307,0.63997257,0.9748175,0.6961438,0.9998671,0.36092594,0,0.9984131,0.1778769,174,-0.021639509,0.017977946,255.255.255.255,1,255.255.255.255:1,1,ssh
230,0.6032846,0.6317153,0.4709617,0.8481998,0.51649946,0.999868,0.5717116,0,0.99035645,0.008285791,174,-0.034228608,-0.000371675,255.255.255.255,1,255.255.255.255:1,1,ssh
231,0.64573777,0.02384162,0.59715307,0.9118302,0.52493817,0.9999973,0.33663303,1,0.99798584,0.005934954,174,-0.034228608,-0.000371675,255.255.255.255,1,255.255.255.255:1,1,ssh
232,0.67385525,0.45919478,0.6817587,0.87195987,0.5846928,0.9998041,0.30000854,0,0.9999809,0.23952365,174,-0.011308759,0.040004872,255.255.255.255,1,255.255.255.255:1,1,ssh
233,1,0.45259416,1,0.8316586,0.99999994,0.9999606,0,0.99629617,0.99999964,0.23470455,174,-0.011308759,0.040004872,255.255.255.255,1,255.255.255.255:1,1,ssh
234,0.45839015,1,0.1620673,0.79834646,0.15805587,0.99998784,0.9868301,1,1,0,174,-0.000999404,0.067608774,255.255.255.255,1,255.255.255.255:1,1,ssh
235,0.99804723,0.35756022,0.7689359,0.8233894,0.99444383,0.99977624,0.2708357,0,0.9998617,0.08674747,174,-0.030193098,0.035824787,255.255.255.255,1,255.255.255.255:1,1,ssh
236,0.43987268,1,0,0.8134825,0.053150147,0.9999999,0.99999994,1.0000001,1,0,174,-0.019941276,-0.013874787,255.255.255.255,1,255.255.255.255:1,1,ssh
237,0.5340187,0.4836834,0.38978076,0.24378012,0.74925023,0.99985117,0.4355204,0,0.99998724,0.017600358,174,-0.026896026,-0.019408545,255.255.255.255,1,255.255.255.255:1,1,ssh
238,0.13656107,0.38485342,0.67498606,0.3909964,0.041992918,0.9997609,0.296241,0.9999999,0.9999901,0,174,-0.012418212,0.004460784,255.255.255.255,1,255.255.255.255:1,1,ssh
239,0.82220364,0.56098527,0.5941896,0.9631994,0.64943415,0.99948436,0.44147867,0,0.9999435,0.019780666,174,-0.012418212,0.004460784,255.255.255.255,1,255.255.255.255:1,1,ssh
240,0.76511586,0.37581807,0.6400508,0.99683803,0.5418912,0.99995726,0.3388111,0.9919443,0.9999913,0.00753817,174,-0.012418212,0.004460784,255.255.255.255,1,255.255.255.255:1,1,ssh
241,0.5999481,0.48509967,0.9040333,0.2433835,0.72418505,0.9999865,0.049037516,0.992226,0.9999981,0.016083896,174,0.002638137,-0.011571009,255.255.255.255,1,255.255.255.255:1,1,ssh
242,0.6145454,0.5901617,0.7118069,0.5339641,0.5801468,0.9998261,0.28653747,0,0.9999517,0.010294467,174,0.002638137,-0.011571009,255.255.255.255,1,255.255.255.255:1,1,ssh
243,0.5103223,1,0,0.7955595,0.17813087,0.99999356,1,1,1,0.04671835,174,-0.014888758,0.034272131,255.255.255.255,1,255.255.255.255:1,1,ssh
244,0.56372356,0.460993,0.5570359,0.5772402,0.5389421,0.9997098,0.336385,0,0.9999441,0.005607635,174,0.004041526,0.093105875,255.255.255.255,1,255.255.255.255:1,1,ssh
245,0.063694626,0.14326793,0,0.013678761,0.3028257,0.9999486,0.9554595,1,0.99890137,0.09902555,174,-0.009849131,0.096700318,255.255.255.255,1,255.255.255.255:1,1,ssh
246,0.7997267,0.53745717,0.3298869,0.9360451,0.6641911,0.99962956,0.6039657,0,0.99884987,0.003796369,174,-0.008455047,0.0312154,255.255.255.255,1,255.255.255.255:1,1,ssh
247,0.61186635,1,0,0.73475224,0.49486247,0.99992704,0.99999994,1,1,0,174,-0.027451275,-0.033961695,255.255.255.255,1,255.255.255.255:1,1,ssh
248,0.703458,0.27889496,0.74627507,0.59222025,0.6925557,0.99978656,0.28440917,0,0.9997997,0.005032629,174,-0.000703486,0.077227853,255.255.255.255,1,255.255.255.255:1,1,ssh
249,0.45710588,0.39918905,0.69336134,0.24963059,0.6080076,0.99964064,0.33885473,0.009862125,0.9999591,0.006680638,174,-0.003559291,-0.098657645,255.255.255.255,1,255.255.255.255:1,1,ssh
250,0.46210426,0.3357944,0.76647514,0.5511927,0.458946,0.9996155,0.24645984,0,0.9999089,0.00881815,174,-0.003559291,-0.098657645,255.255.255.255,1,255.255.255.255:1,1,ssh
251,0.12992015,0.22286886,0.6286886,0.032684196,0.21166843,0.99902874,0.42224222,0,0.999459,0.032267928,174,-0.017247679,0.035867114,255.255.255.255,1,255.255.255.255:1,1,ssh
252,0.31974885,0.4005072,0,0.3006179,0.31770885,0.9996743,0.99999994,1.0000001,0.99676514,0.023438752,174,-0.014711063,0.01262782,255.255.255.255,1,255.255.255.255:1,1,ssh
253,0.4622333,0.641051,0.4881252,0.36110538,0.5577757,0.9997123,0.4681095,0,0.99191284,0.23630165,174,-0.031615086,-0.03221174,255.255.255.255,1,255.255.255.255:1,1,ssh
254,0.7105839,0.14581823,0.71007615,0.87824047,0.6015886,0.99998957,0.25376636,1,0.99942017,0.022178859,174,0.014912566,-0.080814362,255.255.255.255,1,255.255.255.255:1,1,ssh
255,0.38706416,0.4194771,0.52450365,0.6948536,0.35996145,0.99983364,0.51426065,0,0.9959564,0.018608391,174,0.014912566,-0.080814362,255.255.255.255,1,255.255.255.255:1,1,ssh
256,0.8216081,0.016186833,0.8439534,0.9467974,0.67572767,0.999999,0.041266322,1.0000001,0.9958496,0.010800898,174,-0.000203576,-0.00202988,255.255.255.255,1,255.255.255.255:1,1,ssh
257,0.8295924,0.03986591,0.8613943,1,0.622867,0.9999718,0.02851224,1,0.9926758,0.011376679,174,0.014831097,0.031459276,255.255.255.255,1,255.255.255.255:1,1,ssh
258,0.6146529,0.09297979,0.29434657,1.0000001,0.38401568,0.9999828,0.44882083,0.998251,0.99987507,0.018018842,174,-0.016072959,0.086650856,255.255.255.255,1,255.255.255.255:1,1,ssh
259,0.27340162,0.18214011,0.088107824,0.44932237,0.22897755,0.999665,0.66427803,1,0.99606323,0.017745852,174,-0.016072959,0.086650856,255.255.255.255,1,255.255.255.255:1,1,ssh
260,0.44509038,0.7555579,0.18747163,0.2846001,0.53574044,0.99964184,0.7401495,0,0.99842453,0.01693827,174,-0.016072959,0.086650856,255.255.255.255,1,255.255.255.255:1,1,ssh
261,0.6857384,0.3220474,0.6879982,0.9114549,0.5585964,0.9998867,0.299736,0,0.99697876,0.17480147,174,-0.006411362,0.03151061,255.255.255.255,1,255.255.255.255:1,1,ssh
262,0.3823745,0.55718446,0.77083427,0.35837248,0.42134076,0.9996054,0.2577899,0,0.9999012,0.010613978,174,0.006637902,0.067752205,255.255.255.255,1,255.255.255.255:1,1,ssh
263,0.73952615,0.378129,0.67717004,0.8892905,0.61665404,0.99993724,0.31939125,0,0.9999964,0.00583759,174,-0.002213207,-0.075787947,255.255.255.255,1,255.255.255.255:1,1,ssh
264,0.67576325,0.17146397,0.814602,0.9419318,0.53362584,0.99998647,0.13006675,0.99836165,0.9999984,0.023927867,174,-0.002213207,-0.075787947,255.255.255.255,1,255.255.255.255:1,1,ssh
265,0.63558185,0.14427352,0.87490165,0.8269908,0.5449025,0.99998647,0.054968953,1,0.9999964,0.022551954,174,-0.002213207,-0.075787947,255.255.255.255,1,255.255.255.255:1,1,ssh
266,0.5181511,0.2963767,0.7122865,0.2489849,0.6168724,0.9999083,0.33291018,0,0.99980354,0.035081446,174,-0.019302215,-0.078908518,255.255.255.255,1,255.255.255.255:1,1,ssh
267,0.5861546,0.24974614,0.6076491,0.6626873,0.47195977,0.99992967,0.31253022,0,0.9999889,0.019474268,174,-0.025197761,-0.037602898,255.255.255.255,1,255.255.255.255:1,1,ssh
268,0.778217,0.29615736,0.7316733,0.95542824,0.6294445,0.9998809,0.3282529,0,0.99742126,0.016774714,174,-0.030435544,0.05505573,255.255.255.255,1,255.255.255.255:1,1,ssh
269,0,0.19473466,0.5331389,0,0,0.99989396,0.3962006,1,0.9989624,0.005836099,174,-0.020192351,0.087121077,255.255.255.255,1,255.255.255.255:1,1,ssh
270,0.70373416,0.43008035,0.6839659,0.88530207,0.52709246,0.99971765,0.3294315,0,0.9988518,0.020530969,174,-0.005666947,0.009273854,255.255.255.255,1,255.255.255.255:1,1,ssh
271,0.9391789,0.31366867,0.9254426,0.88664573,0.85941327,0.9998253,0.08408469,1.0000001,0.99773026,0.025313646,174,-0.005666947,0.009273854,255.255.255.255,1,255.255.255.255:1,1,ssh
272,0.30014032,0.7105067,0.39186597,0.02324275,0.40960866,0.99985176,0.69811505,0,0.9998479,0.009445608,174,-0.021929912,-0.025657667,255.255.255.255,1,255.255.255.255:1,1,ssh
273,0.806942,0.26654196,0.65375996,0.9670434,0.6398264,0.9998631,0.31467682,1,0.99985075,0.009907723,174,-0.021929912,-0.025657667,255.255.255.255,1,255.255.255.255:1,1,ssh
274,0.53258765,0.36211407,0.575684,0.22712046,0.6135228,0.99998087,0.41000104,0,0.99998045,0.005821824,174,-0.025759049,0.041910715,255.255.255.255,1,255.255.255.255:1,1,ssh
275,0.62496245,0.3377527,0.49624634,0.7468683,0.53155243,0.9998071,0.6112458,0,0.9927063,0.02981478,174,-0.024626175,0.077971108,255.255.255.255,1,255.255.255.255:1,1,ssh
276,0.5320374,0.33497512,0.5717864,0.30255407,0.5986632,0.99983305,0.42827857,0,0.9999589,0.067962885,174,-0.038227208,0.033696949,255.255.255.255,1,255.255.255.255:1,1,ssh
277,0.8701075,0.20982587,0.90428686,0.915557,0.7461949,0.99984294,0.08556336,1,0.99994683,0.07056707,174,-0.038227208,0.033696949,255.255.255.255,1,255.255.255.255:1,1,ssh
278,0.6947441,0.5802249,0.39214563,0.9109844,0.5524461,0.999865,0.65876997,0,0.9999912,0.009926766,174,-0.024229458,0.015882356,255.255.255.255,1,255.255.255.255:1,1,ssh
279,0.98035,0.25335717,0.9295447,0.86873823,0.9428435,0.99967694,0.057058483,1,0.99982643,0.2098799,174,-0.01381317,0.070149936,255.255.255.255,1,255.255.255.255:1,1,ssh
280,0.63106835,0.3455702,0.67768836,0.6925789,0.52738106,0.99955726,0.28974587,0,0.9986496,0.21291807,174,-0.01381317,0.070149936,255.255.255.255,1,255.255.255.255:1,1,ssh
281,0.77730286,0.21384537,0.33486056,1,0.57243353,0.99993825,0.63420784,1,0.9998212,0.014091432,174,-0.010145892,0.057214759,255.255.255.255,1,255.255.255.255:1,1,ssh
282,0.28411475,0.37722588,0.3616948,0.8502182,0,0.999784,0.63903606,0,0.99980307,0.016186327,174,-0.010145892,0.057214759,255.255.255.255,1,255.255.255.255:1,1,ssh
